eventId,title,displayDate,eventLevel,sourceFamily,preferredVerificationDomains,folder
cai-cach-ruong-dat-mien-bac,"Hoàn thành cải cách ruộng đất, khôi phục kinh tế ở miền Bắc",1954 - 1960,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/cai-cach-ruong-dat-mien-bac
chien-tranh-bao-ve-doc-lap-dan-toc-va-chu-quyen-quoc-gia-o-dong-duong,Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương,1954 - 1975,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-tranh-bao-ve-doc-lap-dan-toc-va-chu-quyen-quoc-gia-o-dong-duong
giai-doan-khang-chien-chong-my-1954-1960,"Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước",1954 - 1960,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/giai-doan-khang-chien-chong-my-1954-1960
khang-chien-chong-my-cuu-nuoc,"Cuộc kháng chiến chống Mỹ, cứu nước",1954-1975,collection,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/khang-chien-chong-my-cuu-nuoc
mien-bac-viet-nam-giai-phong-xay-dung-cnxh,Miền Bắc Việt Nam được giải phóng và đi theo con đường xây dựng chủ nghĩa xã hội,1954,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/mien-bac-viet-nam-giai-phong-xay-dung-cnxh
my-can-thiep-vao-dong-duong,Mỹ can thiệp vào Đông Dương,Từ năm 1954,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/my-can-thiep-vao-dong-duong
my-thay-chan-phap-dung-chinh-quyen-ngo-dinh-diem,"Mỹ thay chân Pháp, dựng chính quyền Ngô Đình Diệm",Sau Hiệp định Giơ-ne-vơ (1954),atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/my-thay-chan-phap-dung-chinh-quyen-ngo-dinh-diem
quan-li-hanh-chinh-chinh-quyen-sai-gon-hoang-sa-truong-sa,Quản lí hành chính của chính quyền Sài Gòn đối với quần đảo Hoàng Sa và quần đảo Trường Sa,Từ năm 1954 đến năm 1975,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/quan-li-hanh-chinh-chinh-quyen-sai-gon-hoang-sa-truong-sa
viet-nam-tam-thoi-bi-chia-cat-hai-mien,Việt Nam tạm thời bị chia cắt làm hai miền,Sau Hiệp định Giơ-ne-vơ (1954),atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/viet-nam-tam-thoi-bi-chia-cat-hai-mien
lien-xo-vien-tro-cho-viet-nam,Liên Xô viện trợ cho Việt Nam,1955 - 1975,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/lien-xo-vien-tro-cho-viet-nam
ho-chi-minh-chu-tich-tong-bi-thu-dang-lao-dong-1956,"Chủ tịch Hồ Chí Minh là Chủ tịch Đảng, kiêm Tổng Bí thư Đảng Lao động Việt Nam",Tháng 10 – 1956,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ho-chi-minh-chu-tich-tong-bi-thu-dang-lao-dong-1956
dai-loan-chiem-dong-dao-ba-binh-truong-sa,Đài Loan chiếm đóng đảo Ba Bình thuộc quần đảo Trường Sa,Năm 1956,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/dai-loan-chiem-dong-dao-ba-binh-truong-sa
philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa,"Phi-líp-pin tuyên bố có quyền khai thác, lập nghiệp tại nhóm đảo Trường Sa",Năm 1956,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa
viet-nam-danh-chiem-nua-phia-dong-hoang-sa,Việt Nam (chính quyền Sài Gòn) đánh chiếm nửa phía đông của quần đảo Hoàng Sa (nhóm An Vĩnh),Năm 1956,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/viet-nam-danh-chiem-nua-phia-dong-hoang-sa
hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam,Hội nghị Ban Chấp hành Trung ương lần thứ 15 của Đảng Lao động Việt Nam,Tháng 1 – 1959,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam
dai-hoi-dai-bieu-toan-quoc-lan-thu-iii-dang-lao-dong-viet-nam,Đại hội đại biểu toàn quốc lần thứ III Đảng Lao động Việt Nam,Tháng 9 – 1960,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/dai-hoi-dai-bieu-toan-quoc-lan-thu-iii-dang-lao-dong-viet-nam
thanh-lap-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam,Thành lập Mặt trận Dân tộc giải phóng miền Nam Việt Nam,20 – 12 – 1960,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/thanh-lap-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam
thanh-lap-quan-giai-phong-mien-nam,Thành lập Quân Giải phóng miền Nam,Ngày 15 – 2 – 1961,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/thanh-lap-quan-giai-phong-mien-nam
chu-tich-ho-chi-minh-tham-quan-cang-bai-chay-1961,Chủ tịch Hồ Chí Minh thăm Quân cảng Bãi Cháy và căn dặn về bảo vệ biển,Năm 1961,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chu-tich-ho-chi-minh-tham-quan-cang-bai-chay-1961
ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac,Kế hoạch Nhà nước 5 năm lần thứ nhất (1961-1965) ở miền Bắc,1961 - 1965,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac
chien-thang-ap-bac,Chiến thắng Ấp Bắc,Tháng 1 – 1963,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-thang-ap-bac
chien-tranh-pha-hoai-mien-bac-lan-thu-nhat,Chiến tranh phá hoại miền Bắc lần thứ nhất của Mỹ,Tháng 8 – 1964 – 1968,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-tranh-pha-hoai-mien-bac-lan-thu-nhat
cac-chien-thang-quan-su-1964-1965,Các chiến thắng quân sự 1964-1965,1964 – 1965,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/cac-chien-thang-quan-su-1964-1965
chien-thang-van-tuong,Chiến thắng Vạn Tường,18 – 8 – 1965,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-thang-van-tuong
hoi-nghi-pa-ri-ve-viet-nam,Hội nghị Pa-ri về Việt Nam,1968 – 27-1-1973,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/hoi-nghi-pa-ri-ve-viet-nam
thanh-lap-chinh-phu-cach-mang-lam-thoi-cong-hoa-mien-nam-viet-nam,Thành lập Chính phủ cách mạng lâm thời Cộng hoà miền Nam Việt Nam,Ngày 6-6-1969,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/thanh-lap-chinh-phu-cach-mang-lam-thoi-cong-hoa-mien-nam-viet-nam
dap-tan-cuoc-hanh-quan-xam-luoc-vao-cam-pu-chia-1970,Đập tan cuộc hành quân xâm lược của Mỹ và quân đội Sài Gòn vào Cam-pu-chia,Từ ngày 30 – 4 đến ngày 30-6-1970,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/dap-tan-cuoc-hanh-quan-xam-luoc-vao-cam-pu-chia-1970
hoi-nghi-cap-cao-ba-nuoc-viet-nam-lao-cam-pu-chia,Hội nghị cấp cao ba nước Việt Nam - Lào - Cam-pu-chia,Tháng 4 – 1970,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/hoi-nghi-cap-cao-ba-nuoc-viet-nam-lao-cam-pu-chia
chien-dich-duong-9-nam-lao,Chiến dịch Đường 9 – Nam Lào,Từ tháng 2 đến tháng 3 – 1971,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-dich-duong-9-nam-lao
philippin-chiem-dong-9-dao-truong-sa,Phi-líp-pin chiếm đóng 9 đảo thuộc quần đảo Trường Sa,Từ năm 1971 đến năm 1980,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/philippin-chiem-dong-9-dao-truong-sa
cuoc-tien-cong-chien-luoc-nam-1972,Cuộc Tiến công chiến lược năm 1972,Từ tháng 3 – 1972,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/cuoc-tien-cong-chien-luoc-nam-1972
chien-tranh-pha-hoai-mien-bac-lan-thu-hai,Chiến tranh phá hoại miền Bắc lần thứ hai của Mỹ,Từ ngày 16-4-1972 đến 29-12-1972,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-tranh-pha-hoai-mien-bac-lan-thu-hai
hoi-nghi-ban-chap-hanh-trung-uong-dang-lan-thu-21,Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21,Tháng 7 – 1973,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/hoi-nghi-ban-chap-hanh-trung-uong-dang-lan-thu-21
quan-doi-sai-gon-that-bai-bao-ve-hoang-sa,Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa,Tháng 1 năm 1974,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/quan-doi-sai-gon-that-bai-bao-ve-hoang-sa
trung-quoc-danh-chiem-toan-bo-hoang-sa,Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa,Tháng 1 năm 1974,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/trung-quoc-danh-chiem-toan-bo-hoang-sa
chien-thang-duong-14-phuoc-long,Chiến thắng Đường 14 Phước Long,"Cuối năm 1974, đầu năm 1975",atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-thang-duong-14-phuoc-long
chien-dich-tay-nguyen-1975,Chiến dịch Tây Nguyên,Từ ngày 10 – 3 đến ngày 24 – 3 – 1975,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-dich-tay-nguyen-1975
giai-phong-hue-va-thua-thien,Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên,Ngày 26 – 3 – 1975,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/giai-phong-hue-va-thua-thien
giai-phong-da-nang,Giải phóng Đà Nẵng,Chiều 29 – 3 – 1975,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/giai-phong-da-nang
quan-giai-phong-mien-nam-viet-nam-tiep-quan-truong-sa,Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa,Từ ngày 13 đến ngày 28 tháng 4 năm 1975,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/quan-giai-phong-mien-nam-viet-nam-tiep-quan-truong-sa
hoan-toan-giai-phong-mien-nam-viet-nam,Hoàn toàn giải phóng miền Nam Việt Nam,tháng 4-1975,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/hoan-toan-giai-phong-mien-nam-viet-nam
quoc-hoi-khoa-vi-doi-ten-sai-gon-thanh-thanh-pho-ho-chi-minh,Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh,Năm 1976,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/quoc-hoi-khoa-vi-doi-ten-sai-gon-thanh-thanh-pho-ho-chi-minh
thuc-hien-thong-nhat-dat-nuoc-viet-nam,Thực hiện thống nhất đất nước Việt Nam,năm 1976,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/thuc-hien-thong-nhat-dat-nuoc-viet-nam
viet-nam-ban-hanh-tuyen-bo-vung-bien-them-luc-dia,Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam,Tháng 5 năm 1977,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/viet-nam-ban-hanh-tuyen-bo-vung-bien-them-luc-dia
viet-nam-thanh-vien-lien-hop-quoc,Việt Nam trở thành thành viên chính thức của Liên hợp quốc,Ngày 20-9-1977,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-thanh-vien-lien-hop-quoc
lien-hop-quoc-vien-tro-viet-nam-1977-1986,Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam,Những năm 1977 – 1986,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/lien-hop-quoc-vien-tro-viet-nam-1977-1986
philippin-ban-hanh-sac-lenh-1596-tuyen-bo-chu-quyen-truong-sa,Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa,Năm 1978,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/philippin-ban-hanh-sac-lenh-1596-tuyen-bo-chu-quyen-truong-sa
viet-nam-gia-nhap-sev,Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV),Năm 1978,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/viet-nam-gia-nhap-sev
go-ro-bat-co-pham-tuan-bay-vu-tru,V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ,1980,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/go-ro-bat-co-pham-tuan-bay-vu-tru
thanh-lap-huyen-hoang-sa-va-huyen-truong-sa,Thành lập huyện Hoàng Sa và huyện Trường Sa,Năm 1982,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/thanh-lap-huyen-hoang-sa-va-huyen-truong-sa
bru-nay-tuyen-bo-ranh-gioi-them-luc-dia,Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí,Năm 1983,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/bru-nay-tuyen-bo-ranh-gioi-them-luc-dia
bru-nay-tuyen-bo-vung-dac-quyen-kinh-te,Bru-nây tuyên bố về vùng đặc quyền kinh tế,Năm 1984,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/bru-nay-tuyen-bo-vung-dac-quyen-kinh-te
dai-hoi-dai-bieu-toan-quoc-lan-thu-vi-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam,12 – 1986,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/dai-hoi-dai-bieu-toan-quoc-lan-thu-vi-cua-dang-cong-san-viet-nam
bai-bo-che-do-tem-phieu-o-viet-nam,Bãi bỏ chế độ tem phiếu ở Việt Nam,Ngày 1-4-1989,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/bai-bo-che-do-tem-phieu-o-viet-nam
dai-hoi-dai-bieu-toan-quoc-lan-thu-vii-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam,1991,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/dai-hoi-dai-bieu-toan-quoc-lan-thu-vii-cua-dang-cong-san-viet-nam
viet-nam-binh-thuong-hoa-quan-he-trung-quoc,Việt Nam bình thường hoá quan hệ với Trung Quốc,Năm 1991,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-binh-thuong-hoa-quan-he-trung-quoc
xay-dung-va-dong-dien-duong-day-500kv-bac-nam-mach-1,Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1),1992 - 1993,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/xay-dung-va-dong-dien-duong-day-500kv-bac-nam-mach-1
dai-loan-chiem-bai-can-ran-san-ho-ban-than,Đài Loan chiếm bãi cạn rạn san hô Bàn Than,Năm 1995,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/dai-loan-chiem-bai-can-ran-san-ho-ban-than
trung-quoc-danh-chiem-da-vanh-khan,Trung Quốc đánh chiếm đá Vành Khăn,Năm 1995,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/trung-quoc-danh-chiem-da-vanh-khan
viet-nam-binh-thuong-hoa-quan-he-my,Việt Nam bình thường hoá quan hệ với Mỹ,Năm 1995,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-binh-thuong-hoa-quan-he-my
dai-hoi-dai-bieu-toan-quoc-lan-thu-viii-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ VIII của Đảng Cộng sản Việt Nam,1996,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/dai-hoi-dai-bieu-toan-quoc-lan-thu-viii-cua-dang-cong-san-viet-nam
ki-tuyen-bo-ve-ung-xu-cua-cac-ben-o-bien-dong-doc,Kí Tuyên bố về ứng xử của các bên ở Biển Đông (DOC),Ngày 4 tháng 11 năm 2002,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/ki-tuyen-bo-ve-ung-xu-cua-cac-ben-o-bien-dong-doc
bo-chinh-tri-ban-hanh-chi-thi-06-ct-tw-ve-cuoc-van-dong-hoc-tap-va-lam-theo-tam-guong-dao-duc-ho-chi-minh,Bộ Chính trị ban hành Chỉ thị 06-CT/TW về Cuộc vận động “Học tập và làm theo tấm gương đạo đức Hồ Chí Minh”,Ngày 7-11-2006,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/bo-chinh-tri-ban-hanh-chi-thi-06-ct-tw-ve-cuoc-van-dong-hoc-tap-va-lam-theo-tam-guong-dao-duc-ho-chi-minh
dai-hoi-dai-bieu-toan-quoc-lan-thu-x-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ X của Đảng Cộng sản Việt Nam,2006,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/dai-hoi-dai-bieu-toan-quoc-lan-thu-x-cua-dang-cong-san-viet-nam
viet-nam-thong-qua-luat-bien-viet-nam,Việt Nam thông qua Luật Biển Việt Nam,Năm 2012,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/viet-nam-thong-qua-luat-bien-viet-nam
hien-phap-cong-hoa-xa-hoi-chu-nghia-viet-nam-2013,Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 2013,Năm 2013,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/hien-phap-cong-hoa-xa-hoi-chu-nghia-viet-nam-2013
viet-nam-hoan-tat-muc-tieu-thien-nien-ki,Việt Nam hoàn tất việc thực hiện các Mục tiêu Thiên niên kỉ (MDGs) của Liên hợp quốc,Đến năm 2015,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-hoan-tat-muc-tieu-thien-nien-ki
bo-chinh-tri-ban-hanh-chi-thi-05-ct-tw-ve-day-manh-hoc-tap-va-lam-theo-tu-tuong-dao-duc-phong-cach-ho-chi-minh,"Bộ Chính trị ban hành Chỉ thị 05-CT/TW về “đẩy mạnh học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh”",Ngày 15 – 5 – 2016,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/bo-chinh-tri-ban-hanh-chi-thi-05-ct-tw-ve-day-manh-hoc-tap-va-lam-theo-tu-tuong-dao-duc-phong-cach-ho-chi-minh
