eventIndex,eventId,title,chronology,summary,locations,people,likelyImageSubjects,recommendedTrustedDomains,suggestedSearchQueries,discoveryStatus,historicalVerificationSources,imageCandidate1,imageCandidate2,unresolvedReason,mojibakeSuspected
137,ho-chi-minh-ra-loi-keu-goi-toan-quoc-khang-chien,Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến,Tối ngày 19-12-1946,"Khi mọi nhân nhượng của Việt Nam đã đến giới hạn cuối cùng, tối ngày 19-12-1946, Chủ tịch Hồ Chí Minh thay mặt Trung ương Đảng và Chính phủ ra Lời kêu gọi toàn quốc kháng chiến.",[],[],"[""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến Tối ngày 19-12-1946"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến Cuộc kháng chiến chống thực dân Pháp"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến Thay mặt Trung ương Đảng và Chính phủ Ra Lời kêu gọi toàn quốc kháng chiến"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến ảnh tư liệu"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến Tối ngày 19-12-1946"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến Cuộc kháng chiến chống thực dân Pháp"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến Thay mặt Trung ương Đảng và Chính phủ Ra Lời kêu gọi toàn quốc kháng chiến"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến ảnh tư liệu"", ""Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
138,khang-chien-toan-quoc-chong-thuc-dan-phap-bung-no,Kháng chiến toàn quốc chống thực dân Pháp bùng nổ,Tháng 12 năm 1946,Cuộc kháng chiến toàn quốc chống thực dân Pháp bùng nổ (12 – 1946).,[],[],"[""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ Tháng 12 năm 1946"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ Việt Nam từ năm 1945 đến năm 1954"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ Bùng nổ vào tháng 12-1946"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ ảnh tư liệu"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ Tháng 12 năm 1946"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ Việt Nam từ năm 1945 đến năm 1954"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ Bùng nổ vào tháng 12-1946"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ ảnh tư liệu"", ""Kháng chiến toàn quốc chống thực dân Pháp bùng nổ chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
139,viet-nam-the-hien-thien-chi-hoa-binh-sau-12-1946,Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ,Từ tháng 12 năm 1946,"Từ khi cuộc kháng chiến toàn quốc chống thực dân Pháp bùng nổ (12 – 1946), Việt Nam vẫn thể hiện thiện chí hoà bình, để nghị Chính phủ Pháp tiếp tục mở các cuộc thương lượng, kêu gọi nhân dân Pháp chống chiến tranh.",[],[],"[""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ Từ tháng 12 năm 1946"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ Việt Nam từ năm 1945 đến năm 1954"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ Kêu gọi nhân dân Pháp chống chiến tranh Đề nghị Chính phủ Pháp tiếp tục thương lượng"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ ảnh tư liệu"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ Từ tháng 12 năm 1946"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ Việt Nam từ năm 1945 đến năm 1954"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ Kêu gọi nhân dân Pháp chống chiến tranh Đề nghị Chính phủ Pháp tiếp tục thương lượng"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ ảnh tư liệu"", ""Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
140,hien-phap-viet-nam-dan-chu-cong-hoa-1946,Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946,Năm 1946,"Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 khẳng định: “Đoàn kết toàn dân không phân biệt giống nòi, gái, trai, giai cấp, tôn giáo”.","[""Việt Nam""]",[],"[""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 Năm 1946"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 Việt Nam"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 Không phân biệt giống nòi, gái, trai, giai cấp, tôn giáo Khẳng định nguyên tắc đoàn kết toàn dân"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 ảnh tư liệu"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 Năm 1946"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 Việt Nam"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 Không phân biệt giống nòi, gái, trai, giai cấp, tôn giáo Khẳng định nguyên tắc đoàn kết toàn dân"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 ảnh tư liệu"", ""Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946 chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
141,phap-cho-hai-quan-tru-dong-truong-sa,Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa,Năm 1946,"Năm 1946, chính quyền thực dân Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa và yêu cầu quân đội Trung Hoa Dân quốc rút khỏi các đảo đã chiếm đóng trái phép.",[],[],"[""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa Năm 1946"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa Việt Nam từ năm 1945 đến năm 1954"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa Chính quyền thực dân Pháp triển khai hải quân Diễn ra năm 1946"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa bản đồ"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa Năm 1946"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa Việt Nam từ năm 1945 đến năm 1954"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa Chính quyền thực dân Pháp triển khai hải quân Diễn ra năm 1946"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa bản đồ"", ""Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
142,chien-dich-viet-bac-thu-dong-1947,Chiến dịch Việt Bắc thu – đông năm 1947,Từ tháng 10 đến tháng 12 – 1947,"Chiến dịch Việt Bắc thu – đông năm 1947 diễn ra từ tháng 10 đến tháng 12 – 1947 khi thực dân Pháp mở cuộc tấn công lên Việt Bắc. Quân đội Việt Nam chủ động bao vây, tiến công đẩy lùi quân Pháp khỏi một số vị trí quan trọng như Chợ Đồn, Chợ Rã, Đoan Hùng. Sau hai tháng, đại bộ phận quân Pháp phải rút chạy khỏi Việt Bắc; cơ quan đầu não của cuộc kháng chiến được bảo vệ an toàn; bộ đội ta thu được nhiều vũ khí và ngày càng trưởng thành.",[],[],"[""Chiến dịch Việt Bắc thu – đông năm 1947"", ""Chiến dịch Việt Bắc thu – đông năm 1947 Từ tháng 10 đến tháng 12 – 1947"", ""Chiến dịch Việt Bắc thu – đông năm 1947 Cuộc kháng chiến chống thực dân Pháp"", ""Chiến dịch Việt Bắc thu – đông năm 1947 Bảo vệ an toàn cơ quan đầu não kháng chiến Làm thất bại chiến lược “đánh nhanh, thắng nhanh” của Pháp"", ""Chiến dịch Việt Bắc thu – đông năm 1947 ảnh tư liệu"", ""Chiến dịch Việt Bắc thu – đông năm 1947 chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Chiến dịch Việt Bắc thu – đông năm 1947"", ""Chiến dịch Việt Bắc thu – đông năm 1947 Từ tháng 10 đến tháng 12 – 1947"", ""Chiến dịch Việt Bắc thu – đông năm 1947 Cuộc kháng chiến chống thực dân Pháp"", ""Chiến dịch Việt Bắc thu – đông năm 1947 Bảo vệ an toàn cơ quan đầu não kháng chiến Làm thất bại chiến lược “đánh nhanh, thắng nhanh” của Pháp"", ""Chiến dịch Việt Bắc thu – đông năm 1947 ảnh tư liệu"", ""Chiến dịch Việt Bắc thu – đông năm 1947 chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
143,chien-dich-bien-gioi-thu-dong-1950,Chiến dịch Biên giới thu – đông năm 1950,Từ tháng 9 đến tháng 10 – 1950,"Chiến dịch Biên giới thu – đông năm 1950 diễn ra từ tháng 9 đến tháng 10 – 1950 ở khu vực biên giới Việt – Trung. Quân đội Việt Nam tấn công cứ điểm Đông Khê, mai phục, chặn đánh quân Pháp ở nhiều nơi trên Đường số 4, buộc chúng phải rút chạy. Sau gần một tháng, quân ta đã giải phóng được khu vực biên giới rộng lớn, mở đường liên lạc quốc tế, bảo vệ được căn cứ địa Việt Bắc, chọc thủng Hành lang Đông - Tây, làm phá sản Kế hoạch Rơ-ve của Pháp.","[""Đường số 4""]",[],"[""Chiến dịch Biên giới thu – đông năm 1950"", ""Chiến dịch Biên giới thu – đông năm 1950 Từ tháng 9 đến tháng 10 – 1950"", ""Chiến dịch Biên giới thu – đông năm 1950 Đường số 4"", ""Chiến dịch Biên giới thu – đông năm 1950 Tại khu vực biên giới Việt – Trung Diễn ra từ tháng 9 đến tháng 10-1950"", ""Chiến dịch Biên giới thu – đông năm 1950 ảnh tư liệu"", ""Chiến dịch Biên giới thu – đông năm 1950 chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Chiến dịch Biên giới thu – đông năm 1950"", ""Chiến dịch Biên giới thu – đông năm 1950 Từ tháng 9 đến tháng 10 – 1950"", ""Chiến dịch Biên giới thu – đông năm 1950 Đường số 4"", ""Chiến dịch Biên giới thu – đông năm 1950 Tại khu vực biên giới Việt – Trung Diễn ra từ tháng 9 đến tháng 10-1950"", ""Chiến dịch Biên giới thu – đông năm 1950 ảnh tư liệu"", ""Chiến dịch Biên giới thu – đông năm 1950 chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
144,cac-chien-dich-tien-cong-quan-doi-viet-nam-1950-1953,Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953),Từ cuối năm 1950 đến giữa năm 1953,"Quân đội Việt Nam liên tiếp mở những chiến dịch tiến công, tiếp tục giữ vững quyền chủ động trên chiến trường như: ba chiến dịch là Trần Hưng Đạo (Trung du), Hoàng Hoa Thám (Đường số 18), Quang Trung (Hà Nam Ninh) (từ cuối năm 1950 đến giữa năm 1951); sau đó là chiến dịch Hoà Bình (đông - xuân 1951-1952), chiến dịch Tây Bắc (thu - đông năm 1952), chiến dịch Thượng Lào (xuân – hè năm 1953).","[""Đường số 18"", ""Thượng Lào""]",[],"[""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953)"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) Từ cuối năm 1950 đến giữa năm 1953"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) Đường số 18"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) Giữ vững quyền chủ động trên chiến trường Bao gồm các chiến dịch: Trần Hưng Đạo, Hoàng Hoa Thám, Quang Trung, Hoà Bình, Tây Bắc, Thượng Lào"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) ảnh tư liệu"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953)"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) Từ cuối năm 1950 đến giữa năm 1953"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) Đường số 18"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) Giữ vững quyền chủ động trên chiến trường Bao gồm các chiến dịch: Trần Hưng Đạo, Hoàng Hoa Thám, Quang Trung, Hoà Bình, Tây Bắc, Thượng Lào"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) ảnh tư liệu"", ""Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953) chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
145,vndcch-thiet-lap-quan-he-ngoai-giao-voi-cac-nuoc-xhcn,"Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác",Năm 1950,"Năm 1950, Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác. Đây là một thắng lợi chính trị to lớn, tạo tiền đề cho những thắng lợi quân sự sau này.","[""Liên Xô"", ""Cộng hoà Nhân dân Trung Hoa""]",[],"[""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác Năm 1950"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác Liên Xô"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác Thiết lập quan hệ ngoại giao với Trung Quốc, Liên Xô và các nước XHCN Là thắng lợi chính trị to lớn"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác lễ ký"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác hội nghị""]","[""mofa.gov.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""asean.org"", ""apec.org"", ""europa.eu""]","[""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác Năm 1950"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác Liên Xô"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác Thiết lập quan hệ ngoại giao với Trung Quốc, Liên Xô và các nước XHCN Là thắng lợi chính trị to lớn"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác lễ ký"", ""Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác hội nghị""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
146,ho-chi-minh-duoc-bau-chu-tich-ban-chap-hanh-trung-uong-dang-1951,Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng,Tháng 2 – 1951,"Tại Đại hội lần thứ II của Đảng Cộng sản Đông Dương (2 – 1951), Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng.",[],[],"[""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng Tháng 2 – 1951"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng Việt Nam từ năm 1945 đến năm 1954"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng Tại Đại hội lần thứ II của Đảng Cộng sản Đông Dương"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng ảnh tư liệu"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng Tháng 2 – 1951"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng Việt Nam từ năm 1945 đến năm 1954"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng Tại Đại hội lần thứ II của Đảng Cộng sản Đông Dương"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng ảnh tư liệu"", ""Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
147,mat-tran-lien-viet-ra-doi-1951,Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời,Ngày 3-3-1951,"Ngày 3-3-1951, Mặt trận Liên hiệp quốc dân Việt Nam (gọi tắt là Mặt trận Liên Việt) ra đời trên cơ sở hợp nhất Mặt trận Việt Minh và Hội Liên Việt.",[],[],"[""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời Ngày 3-3-1951"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời Việt Nam từ năm 1945 đến năm 1954"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời Hợp nhất Mặt trận Việt Minh và Hội Liên Việt Tên đầy đủ: Mặt trận Liên hiệp quốc dân Việt Nam"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời ảnh tư liệu"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời Ngày 3-3-1951"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời Việt Nam từ năm 1945 đến năm 1954"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời Hợp nhất Mặt trận Việt Minh và Hội Liên Việt Tên đầy đủ: Mặt trận Liên hiệp quốc dân Việt Nam"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời ảnh tư liệu"", ""Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
148,chu-quyen-viet-nam-duoc-tuyen-bo-cong-nhan-hoi-nghi-xan-phran-xi-xo,Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô,Tháng 9 năm 1951,"Đến tháng 9 – 1951, chủ quyền của Việt Nam đối với quần đảo Hoàng Sa và quần đảo Trường Sa tiếp tục được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô với sự tham dự của 51 quốc gia thành viên Liên hợp quốc.","[""Xan Phran-xi-xcô""]",[],"[""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô Tháng 9 năm 1951"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô Xan Phran-xi-xcô"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô Tại Hội nghị Hoà bình Xan Phran-xi-xcô Chủ quyền Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô bản đồ"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô Tháng 9 năm 1951"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô Xan Phran-xi-xcô"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô Tại Hội nghị Hoà bình Xan Phran-xi-xcô Chủ quyền Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô bản đồ"", ""Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
