eventIndex,eventId,title,chronology,eventLevel,sourceFamily,folder,slot,role,suggestedFilename,relationType,confidence,imageTitle,assetPageUrl,assetFileUrl,previewUrl,sourceDomain,author,license,licenseUrl,requiredAttribution,historicalVerificationUrl,historicalReason,downloadStatus,reviewerNotes,preferredVerificationDomains,gateStatus,gateSeverity,gateCategory,gateProblem,gateRequiredAction,manualApprovalAllowed,packageReviewRequired
166,philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa,"Phi-líp-pin tuyên bố có quyền khai thác, lập nghiệp tại nhóm đảo Trường Sa",Năm 1956,atomic,maritime,by_event/philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Tuyên bố Freedomland của Tomás Cloma năm 1956,https://en.wikipedia.org/wiki/Free_Territory_of_Freedomland,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Free_Territory_of_Freedomland,"Trang trực tiếp về tuyên bố chiếm hữu, khai thác và lập nghiệp của nhóm Cloma tại Trường Sa năm 1956.",awaiting_manual_download,,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
166,philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa,"Phi-líp-pin tuyên bố có quyền khai thác, lập nghiệp tại nhóm đảo Trường Sa",Năm 1956,atomic,maritime,by_event/philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Kalayaan và yêu sách Philippines bắt nguồn từ năm 1956,https://en.wikipedia.org/wiki/Kalayaan%2C_Palawan,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Kalayaan%2C_Palawan,"Trang ghi Cloma cùng 40 người tuyên bố chiếm hữu các đảo năm 1956; chọn ảnh Cloma, bản đồ nhóm đảo hoặc tư liệu tuyên bố.",awaiting_manual_download,,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
167,viet-nam-danh-chiem-nua-phia-dong-hoang-sa,Việt Nam (chính quyền Sài Gòn) đánh chiếm nửa phía đông của quần đảo Hoàng Sa (nhóm An Vĩnh),Năm 1956,atomic,maritime,by_event/viet-nam-danh-chiem-nua-phia-dong-hoang-sa,1,thumbnail,image_01.<đúng-đuôi-file>,strong_contextual,medium,Hoàng Sa năm 1956 — nguồn cần đối chiếu lại với event,https://en.wikipedia.org/wiki/Paracel_Islands,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Paracel_Islands,"CẢNH BÁO DỮ LIỆU: nguồn ghi Nam Việt Nam đồn trú đảo Hoàng Sa/Pattle thuộc nhóm Lưỡi Liềm ở phía tây, trong khi Trung Quốc hiện diện ở nhóm An Vĩnh phía đông. Không tải ảnh để “chứng minh” event trước khi sửa/đối chiếu lại nội dung event.",blocked_data_issue,BLOCKED: unresolved historical/data issue. Do not approve or download as final evidence until the event data is corrected.,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,blocked_data_issue,P0,data_issue,event hiện có dấu hiệu mâu thuẫn lịch sử về nhóm An Vĩnh năm 1956. Hai link dưới đây dùng để kiểm chứng dữ liệu trước; không tải ảnh như thể event đã được xác nhận đúng.,Không phê duyệt ảnh trước khi sửa/đối chiếu lại event về nhóm An Vĩnh năm 1956.,False,True
167,viet-nam-danh-chiem-nua-phia-dong-hoang-sa,Việt Nam (chính quyền Sài Gòn) đánh chiếm nửa phía đông của quần đảo Hoàng Sa (nhóm An Vĩnh),Năm 1956,atomic,maritime,by_event/viet-nam-danh-chiem-nua-phia-dong-hoang-sa,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,medium,Dòng thời gian tranh chấp Biển Đông năm 1956,https://en.wikipedia.org/wiki/Timeline_of_the_South_China_Sea_dispute,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Timeline_of_the_South_China_Sea_dispute,"CẢNH BÁO DỮ LIỆU: dòng thời gian cho thấy năm 1956 Nam Việt Nam tuyên bố chủ quyền Hoàng Sa–Trường Sa nhưng không xác nhận việc đánh chiếm nhóm An Vĩnh; dùng để kiểm chứng mâu thuẫn, không dùng như bằng chứng cho phát biểu hiện tại.",blocked_data_issue,BLOCKED: unresolved historical/data issue. Do not approve or download as final evidence until the event data is corrected.,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,blocked_data_issue,P0,data_issue,event hiện có dấu hiệu mâu thuẫn lịch sử về nhóm An Vĩnh năm 1956. Hai link dưới đây dùng để kiểm chứng dữ liệu trước; không tải ảnh như thể event đã được xác nhận đúng.,Không phê duyệt ảnh trước khi sửa/đối chiếu lại event về nhóm An Vĩnh năm 1956.,False,True
168,hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam,Hội nghị Ban Chấp hành Trung ương lần thứ 15 của Đảng Lao động Việt Nam,Tháng 1 – 1959,atomic,war_1945_1975,by_event/hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Hội nghị Trung ương 15 trong Ban Chấp hành Trung ương khóa II,https://en.wikipedia.org/wiki/2nd_Central_Committee_of_the_Workers%27_Party_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/2nd_Central_Committee_of_the_Workers%27_Party_of_Vietnam,"Trang lịch các hội nghị ghi Hội nghị Trung ương 15 ngày 5-1-1959; chọn ảnh hội nghị, lãnh đạo hoặc tư liệu khóa II nếu có chú thích phù hợp.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
168,hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam,Hội nghị Ban Chấp hành Trung ương lần thứ 15 của Đảng Lao động Việt Nam,Tháng 1 – 1959,atomic,war_1945_1975,by_event/hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Nghị quyết Trung ương 15 và phong trào Đồng Khởi,https://en.wikipedia.org/wiki/%C4%90%E1%BB%93ng_Kh%E1%BB%9Fi_Movement,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/%C4%90%E1%BB%93ng_Kh%E1%BB%9Fi_Movement,Trang ghi Hội nghị Trung ương 15 tháng 1-1959 quyết định cho cách mạng miền Nam dùng bạo lực cách mạng; Đồng Khởi là hệ quả trực tiếp của đường lối này.,awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
169,dai-hoi-dai-bieu-toan-quoc-lan-thu-iii-dang-lao-dong-viet-nam,Đại hội đại biểu toàn quốc lần thứ III Đảng Lao động Việt Nam,Tháng 9 – 1960,atomic,war_1945_1975,by_event/dai-hoi-dai-bieu-toan-quoc-lan-thu-iii-dang-lao-dong-viet-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,"Đại hội III Đảng Lao động Việt Nam, tháng 9-1960",https://en.wikipedia.org/wiki/3rd_National_Congress_of_the_Workers%27_Party_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/3rd_National_Congress_of_the_Workers%27_Party_of_Vietnam,"Trang trực tiếp về Đại hội III tại Hà Nội từ 5 đến 10-9-1960; chọn ảnh đại hội, đoàn chủ tịch hoặc đại biểu có chú thích rõ.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
169,dai-hoi-dai-bieu-toan-quoc-lan-thu-iii-dang-lao-dong-viet-nam,Đại hội đại biểu toàn quốc lần thứ III Đảng Lao động Việt Nam,Tháng 9 – 1960,atomic,war_1945_1975,by_event/dai-hoi-dai-bieu-toan-quoc-lan-thu-iii-dang-lao-dong-viet-nam,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Ban Chấp hành Trung ương khóa III được bầu tại Đại hội,https://en.wikipedia.org/wiki/3rd_Central_Committee_of_the_Workers%27_Party_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/3rd_Central_Committee_of_the_Workers%27_Party_of_Vietnam,Trang trực tiếp về Ban Chấp hành Trung ương được Đại hội III bầu; phù hợp cho ảnh cơ cấu lãnh đạo hoặc biểu tượng đại hội nếu có nguồn file rõ.,awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
170,thanh-lap-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam,Thành lập Mặt trận Dân tộc giải phóng miền Nam Việt Nam,20 – 12 – 1960,atomic,war_1945_1975,by_event/thanh-lap-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Mặt trận Dân tộc Giải phóng miền Nam Việt Nam — thành lập ngày 20-12-1960,https://en.wikipedia.org/wiki/Viet_Cong,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Viet_Cong,"Trang trực tiếp về Mặt trận Dân tộc Giải phóng miền Nam và ghi ngày thành lập 20-12-1960; ưu tiên ảnh cờ, đại biểu, địa điểm hoặc tư liệu tổ chức đúng giai đoạn đầu.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
170,thanh-lap-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam,Thành lập Mặt trận Dân tộc giải phóng miền Nam Việt Nam,20 – 12 – 1960,atomic,war_1945_1975,by_event/thanh-lap-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Phong trào Đồng Khởi dẫn tới sự ra đời của Mặt trận,https://en.wikipedia.org/wiki/%C4%90%E1%BB%93ng_Kh%E1%BB%9Fi_Movement,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/%C4%90%E1%BB%93ng_Kh%E1%BB%9Fi_Movement,Phong trào Đồng Khởi là bối cảnh trực tiếp dẫn tới việc thành lập Mặt trận; chỉ chọn ảnh thể hiện cao trào hoặc lực lượng chính trị gắn rõ với sự ra đời của Mặt trận.,awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
171,thanh-lap-quan-giai-phong-mien-nam,Thành lập Quân Giải phóng miền Nam,Ngày 15 – 2 – 1961,atomic,war_1945_1975,by_event/thanh-lap-quan-giai-phong-mien-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Quân Giải phóng miền Nam Việt Nam — được công nhận ngày 15-2-1961,https://en.wikipedia.org/wiki/Liberation_Army_of_South_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Liberation_Army_of_South_Vietnam,"Trang trực tiếp về Quân Giải phóng miền Nam và nêu ngày 15-2-1961; ưu tiên cờ hiệu, đơn vị hoặc lực lượng được chú thích đúng giai đoạn thành lập.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
171,thanh-lap-quan-giai-phong-mien-nam,Thành lập Quân Giải phóng miền Nam,Ngày 15 – 2 – 1961,atomic,war_1945_1975,by_event/thanh-lap-quan-giai-phong-mien-nam,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,medium,Quan hệ tổ chức giữa Quân Giải phóng miền Nam và Quân đội Nhân dân Việt Nam,https://en.wikipedia.org/wiki/People%27s_Army_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/People%27s_Army_of_Vietnam,"Trang cung cấp bối cảnh tổ chức và quan hệ lực lượng; chỉ dùng ảnh có chú thích cụ thể về lực lượng giải phóng miền Nam năm 1961, không dùng ảnh PAVN chung chung.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
172,chu-tich-ho-chi-minh-tham-quan-cang-bai-chay-1961,Chủ tịch Hồ Chí Minh thăm Quân cảng Bãi Cháy và căn dặn về bảo vệ biển,Năm 1961,atomic,war_1945_1975,by_event/chu-tich-ho-chi-minh-tham-quan-cang-bai-chay-1961,1,thumbnail,image_01.<đúng-đuôi-file>,strong_contextual,medium,Bãi Cháy — địa điểm của chuyến thăm năm 1961,https://en.wikipedia.org/wiki/B%C3%A3i_Ch%C3%A1y,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/B%C3%A3i_Ch%C3%A1y,Nguồn xác định đúng địa điểm Bãi Cháy nhưng không trực tiếp chứng minh chuyến thăm; chỉ tải nếu tìm thấy ảnh tư liệu có chú thích rõ Hồ Chí Minh tại quân cảng năm 1961.,blocked_needs_direct_source,BLOCKED: no sufficiently direct image source was found. Current links are research leads only.,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,blocked_needs_direct_source,P1,missing_direct_source,Chưa có nguồn ảnh trực tiếp đủ chắc cho chính chuyến thăm Quân cảng Bãi Cháy năm 1961. Hai link dưới đây chỉ là điểm xuất phát theo địa điểm và lực lượng; không tải ảnh chung chung.,Giữ event ở trạng thái blocked cho đến khi tìm được tư liệu trực tiếp hoặc chấp nhận rõ đây chỉ là contextual.,False,True
172,chu-tich-ho-chi-minh-tham-quan-cang-bai-chay-1961,Chủ tịch Hồ Chí Minh thăm Quân cảng Bãi Cháy và căn dặn về bảo vệ biển,Năm 1961,atomic,war_1945_1975,by_event/chu-tich-ho-chi-minh-tham-quan-cang-bai-chay-1961,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,medium,Hải quân Nhân dân Việt Nam — lực lượng gắn với lời căn dặn bảo vệ biển,https://en.wikipedia.org/wiki/Vietnam_People%27s_Navy,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Vietnam_People%27s_Navy,Nguồn cung cấp bối cảnh lực lượng hải quân; không dùng ảnh tàu chiến chung chung. Chỉ chọn tư liệu có chú thích trực tiếp về chuyến thăm/căn dặn của Hồ Chí Minh năm 1961.,blocked_needs_direct_source,BLOCKED: no sufficiently direct image source was found. Current links are research leads only.,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,blocked_needs_direct_source,P1,missing_direct_source,Chưa có nguồn ảnh trực tiếp đủ chắc cho chính chuyến thăm Quân cảng Bãi Cháy năm 1961. Hai link dưới đây chỉ là điểm xuất phát theo địa điểm và lực lượng; không tải ảnh chung chung.,Giữ event ở trạng thái blocked cho đến khi tìm được tư liệu trực tiếp hoặc chấp nhận rõ đây chỉ là contextual.,False,True
173,ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac,Kế hoạch Nhà nước 5 năm lần thứ nhất (1961-1965) ở miền Bắc,1961 - 1965,atomic,war_1945_1975,by_event/ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Kế hoạch 5 năm lần thứ nhất của miền Bắc 1961–1965,https://en.wikipedia.org/wiki/Five-Year_Plans_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Five-Year_Plans_of_Vietnam,"Trang có mục riêng về Kế hoạch 5 năm lần thứ nhất 1961–1965 ở miền Bắc; ưu tiên ảnh nhà máy, công trình, hợp tác xã hoặc biểu đồ đúng kế hoạch.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
173,ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac,Kế hoạch Nhà nước 5 năm lần thứ nhất (1961-1965) ở miền Bắc,1961 - 1965,atomic,war_1945_1975,by_event/ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Kinh tế miền Bắc trong Kế hoạch 5 năm lần thứ nhất,https://en.wikipedia.org/wiki/Economic_history_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Economic_history_of_Vietnam,Trang mô tả trực tiếp ưu tiên công nghiệp nặng và bối cảnh kinh tế miền Bắc 1961–1965; chọn ảnh sản xuất hoặc xây dựng có niên đại rõ.,awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
174,chien-thang-ap-bac,Chiến thắng Ấp Bắc,Tháng 1 – 1963,atomic,war_1945_1975,by_event/chien-thang-ap-bac,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Trận Ấp Bắc ngày 2-1-1963,https://en.wikipedia.org/wiki/Battle_of_Ap_Bac,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Battle_of_Ap_Bac,"Trang trực tiếp về trận Ấp Bắc; ưu tiên ảnh trực thăng bị bắn hạ, bản đồ trận đánh hoặc lực lượng tham chiến có chú thích đúng ngày và địa điểm.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
174,chien-thang-ap-bac,Chiến thắng Ấp Bắc,Tháng 1 – 1963,atomic,war_1945_1975,by_event/chien-thang-ap-bac,2,gallery,image_02.<đúng-đuôi-file>,direct,medium,Chiến sự Việt Nam năm 1963 — Ấp Bắc,https://en.wikipedia.org/wiki/1963_in_the_Vietnam_War,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/1963_in_the_Vietnam_War,"Dòng thời gian chiến tranh năm 1963 có trận Ấp Bắc; chỉ dùng ảnh được chú thích trực tiếp cho trận, không lấy ảnh chiến tranh cùng năm nhưng khác sự kiện.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
175,chien-tranh-pha-hoai-mien-bac-lan-thu-nhat,Chiến tranh phá hoại miền Bắc lần thứ nhất của Mỹ,Tháng 8 – 1964 – 1968,atomic,war_1945_1975,by_event/chien-tranh-pha-hoai-mien-bac-lan-thu-nhat,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Chiến dịch Pierce Arrow mở đầu đánh phá miền Bắc tháng 8-1964,https://en.wikipedia.org/wiki/Operation_Pierce_Arrow,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Operation_Pierce_Arrow,Chiến dịch Pierce Arrow là đợt không kích trực tiếp sau sự kiện Vịnh Bắc Bộ tháng 8-1964; phù hợp minh họa giai đoạn mở đầu chiến tranh phá hoại lần thứ nhất.,awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
175,chien-tranh-pha-hoai-mien-bac-lan-thu-nhat,Chiến tranh phá hoại miền Bắc lần thứ nhất của Mỹ,Tháng 8 – 1964 – 1968,atomic,war_1945_1975,by_event/chien-tranh-pha-hoai-mien-bac-lan-thu-nhat,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Chiến dịch Rolling Thunder 1965–1968,https://en.wikipedia.org/wiki/Operation_Rolling_Thunder,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Operation_Rolling_Thunder,"Trang trực tiếp về chiến dịch ném bom kéo dài 1965–1968 trên miền Bắc; ưu tiên máy bay, bản đồ mục tiêu hoặc hậu quả có chú thích rõ.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
176,cac-chien-thang-quan-su-1964-1965,Các chiến thắng quân sự 1964-1965,1964 – 1965,atomic,war_1945_1975,by_event/cac-chien-thang-quan-su-1964-1965,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Chiến thắng Bình Giã 1964–1965,https://en.wikipedia.org/wiki/Battle_of_Binh_Gia,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Battle_of_Binh_Gia,Bình Giã là một trong các thắng lợi quân sự tiêu biểu cuối 1964 đầu 1965; chọn ảnh hoặc bản đồ đúng trận.,awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
176,cac-chien-thang-quan-su-1964-1965,Các chiến thắng quân sự 1964-1965,1964 – 1965,atomic,war_1945_1975,by_event/cac-chien-thang-quan-su-1964-1965,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Chiến thắng Đồng Xoài tháng 6-1965,https://en.wikipedia.org/wiki/Battle_of_%C4%90%E1%BB%93ng_Xo%C3%A0i,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Battle_of_%C4%90%E1%BB%93ng_Xo%C3%A0i,"Đồng Xoài là một thắng lợi quân sự tiêu biểu năm 1965; chọn ảnh chiến trường, bản đồ hoặc đơn vị tham chiến có chú thích trực tiếp.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
177,chien-thang-van-tuong,Chiến thắng Vạn Tường,18 – 8 – 1965,atomic,war_1945_1975,by_event/chien-thang-van-tuong,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,"Chiến thắng Vạn Tường / Operation Starlite, 18-8-1965",https://en.wikipedia.org/wiki/Operation_Starlite,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Operation_Starlite,"Trang trực tiếp về trận Vạn Tường, bắt đầu ngày 18-8-1965; ưu tiên ảnh tù binh, bản đồ, lực lượng hoặc địa điểm có chú thích đúng trận.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
177,chien-thang-van-tuong,Chiến thắng Vạn Tường,18 – 8 – 1965,atomic,war_1945_1975,by_event/chien-thang-van-tuong,2,gallery,image_02.<đúng-đuôi-file>,direct,medium,Chiến sự Việt Nam năm 1965 — trận Vạn Tường,https://en.wikipedia.org/wiki/1965_in_the_Vietnam_War,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/1965_in_the_Vietnam_War,Dòng thời gian 1965 dùng để tìm thêm ảnh trực tiếp về Vạn Tường; bỏ qua mọi ảnh khác trận dù cùng năm.,awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
178,hoi-nghi-pa-ri-ve-viet-nam,Hội nghị Pa-ri về Việt Nam,1968 – 27-1-1973,atomic,war_1945_1975,by_event/hoi-nghi-pa-ri-ve-viet-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Hội nghị Pa-ri và Hiệp định Paris về Việt Nam,https://en.wikipedia.org/wiki/Paris_Peace_Accords,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Paris_Peace_Accords,"Trang trực tiếp về tiến trình đàm phán bắt đầu năm 1968 và hiệp định ký ngày 27-1-1973; ưu tiên ảnh bàn đàm phán, đoàn đại biểu hoặc lễ ký.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
178,hoi-nghi-pa-ri-ve-viet-nam,Hội nghị Pa-ri về Việt Nam,1968 – 27-1-1973,atomic,war_1945_1975,by_event/hoi-nghi-pa-ri-ve-viet-nam,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Lê Đức Thọ trong tiến trình đàm phán Paris,https://en.wikipedia.org/wiki/L%C3%AA_%C4%90%E1%BB%A9c_Th%E1%BB%8D,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/L%C3%AA_%C4%90%E1%BB%A9c_Th%E1%BB%8D,"Lê Đức Thọ là nhà đàm phán chủ chốt của phía Việt Nam; chỉ dùng ảnh tại/đúng bối cảnh đàm phán Paris, không dùng chân dung chung chung.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
179,thanh-lap-chinh-phu-cach-mang-lam-thoi-cong-hoa-mien-nam-viet-nam,Thành lập Chính phủ cách mạng lâm thời Cộng hoà miền Nam Việt Nam,Ngày 8-6-1969,atomic,war_1945_1975,by_event/thanh-lap-chinh-phu-cach-mang-lam-thoi-cong-hoa-mien-nam-viet-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam,https://en.wikipedia.org/wiki/Provisional_Revolutionary_Government_of_the_Republic_of_South_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Hu%E1%BB%B3nh_T%E1%BA%A5n_Ph%C3%A1t,"Trang trực tiếp về việc thành lập Chính phủ Cách mạng lâm thời năm 1969; ưu tiên ảnh lãnh đạo, cờ, đoàn đại biểu hoặc hoạt động chính phủ đúng giai đoạn. Ngày được chuẩn hóa thành 8-6-1969 trong V2 sau lượt kiểm chứng.",awaiting_manual_download,DATA CORRECTED IN V2: Multiple reference pages for the PRG and its leaders converge on 8 June 1969.,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,awaiting_manual_download,RESOLVED,resolved_data_correction,Multiple reference pages for the PRG and its leaders converge on 8 June 1969.,Use corrected V2 metadata; preserve the correction log when syncing back to the master dataset.,True,False
